_orig_id	title	lang_meta_detected	Structural_length	Structural_completeness	Structural_noise	Structural_formatting	Structural_Total_Raw	Structural_Score_0_25	Semantic_clarity	Semantic_usefulness	Semantic_information_density	Semantic_consistency	Semantic_Total_Raw	Semantic_Score_0_25	Domain_term_density	Domain_in_title	Domain_in_keywords	Domain_consistency	Domain_Total_Raw	Domain_Score_0_25	Domain_terms_in_title	Domain_terms_in_content	Domain_terms_in_keywords	Functional_BM25_readiness	Functional_embedding_readiness	Functional_RAG_readiness	Functional_keyword_indexability	Functional_Total_Raw	Functional_Score_0_25	Functional_keywords_in_content	Total_Quality_0_100	Notes
6799fce7a591ef7f1d7585ac	European Dairy Farms : Efficient but Resilient ?	en	5	5	5	5	20	25	4	4	5	1	14	18	3	3	3	3	12	15	dairy	animal;cow;dairy;milk	dairy	2.0	3	2	5	12.0	15	climatic;dairy;data;differences;economic;efficiency;environment;farm;local;long;production;regional;resilience;shocks;term	73	
67ade9c7893e5fff4ffc635c	Deformed wing virus (DWV) makes it hard to predict the impact of stress on honey bees	en	5	5	5	5	20	25	5	1	5	2	13	16	2	1	1	1	5	6		pesticide		2.0	3	2	5	12.0	15	bees;equilibria;health;honey;pesticides;stressors	62	
6777b555f99a3bf65ed0341f	Practice Abstract del GO PRORURAL para impulsar el desarrollo económico de las zonas rurales, mediante la generación de un mercado responsable para productos forestales innovadores	en	5	5	3	1	14	18	1	3	5	2	11	14	0	1	1	0	2	2				2.0	3	3	5	13.0	16	environmental;footprint;forest;forestry;forests;production;public;system	50	
660d1ad197edc795f6627b45	Basic hygiene measures against avian influenza infections in Hungary	en	5	5	4	1	15	19	1	1	5	1	8	10	2	1	1	1	5	6		veterinarian;veterinary		2.0	3	3	4	12.0	15	avian;biosecurity	50	
68aefb40a408fb38e046d377	MojGozdar portal: A Due Diligence and Traceability System for Forest Wood Trade in Slovenia	en	5	5	4	5	19	24	3	4	5	1	13	16	0	1	1	0	2	2				2.0	3	3	5	13.0	16	diligence;due;eu;forest;regulation;slovenia;timber;traceability;trade;wood	58	
6879e3537515ec9f32050c8d	Enhancing Local Wine Production Through Indigenous Yeast Strains Collection	en	5	5	5	5	20	25	5	2	5	3	15	19	0	1	1	0	2	2				2.5	4	2	5	13.5	17	areas;collection;commercial;indigenous;local;oenological;production;products;starter;strains;vocation;wine;winegrowing;winemaking;yeast;yeasts	63	
6735feae1b60fde7c126b5eb	Guidelines for predictive differential irrigation scheduling and water application	en	5	5	4	5	19	24	4	4	5	1	14	18	2	1	1	1	5	6		barley;corn;crop;crops;soil;wheat		2.0	3	4	5	14.0	18	conceptual;design;requirements;user	66	
6879e44f7515ec9f32050ca4	Certification 1 The OG PROINOS carried out the measurement of the environmental footprint and socio-economic indicators of the territory at the pilot companies…	en	5	5	3	5	18	22	5	2	5	3	15	19	2	1	1	1	5	6		fertilizer		3.0	4	3	5	15.0	19	biodiversity;certification;circular;economy;environmental;footprint;indicator;indicators;landscape;measurement;organic;socioeconomic;sqnpi;vineyard;viva;water	66	
66f57bd2a49df370f40d9abf	Application techniques in innovative IPM systems	en	5	5	4	5	19	24	1	1	5	2	9	11	2	1	1	1	5	6		crops		2.0	3	2	5	12.0	15	detection;digitalization;innovative;ipm;monitoring;technologies;tools	56	
677a9c13b191c0a36e0404cf	FAIRShare: Interactive Strategic Management Workshops in Agriculture	en	5	5	5	5	20	25	5	1	5	4	15	19	0	1	1	0	2	2				2.5	4	2	5	13.5	17	advisors;advisory;dats;digital;engagement;farmer;management;planning;smt;strategic;tool;tools	63	
668bfe82ff7b4c933a11dc98	Factsheet DSS Saddle gall midge in cereals	en	5	5	5	5	20	25	5	2	5	5	17	21	2	1	1	1	5	6		crop;crops;soil;wheat		3.0	5	2	5	15.0	19	cereals;decisions;dss;gall;ipm;midge	71	
679b5b92a591ef7f1d76d08f	The RUMIGEN Project : Gene Editing in European Ruminant Production	en	5	5	3	5	18	22	5	2	5	1	13	16	2	3	5	3	13	16	ruminant	animal;animal health;livestock;milk;ruminant	animal;animal health;ruminant	2.0	3	3	5	13.0	16	animal;biodiversity;editing;eu;farming;gene;health;policy;ruminant	70	
683747cc30ea0addf057d99e	Hemp4Soil Project Report	en	1	3	2	5	11	14	1	5	2	1	9	11	2	1	3	1	7	9		crop;dairy;fertiliser;livestock;pesticide;silage;slurry;soil	soil	0.0	2	3	5	10.0	12	agriculture;biochar;biodiversity;health;hemp;regenerative;soil	46	Few keywords (<2)
67a4baf9105c91a57da01d93	Global vineyard strategy to prevent grapevine trunk diseases	en	3	5	4	5	17	21	3	5	5	1	14	18	2	1	3	1	7	9		crop;crops;manure;soil	soil	1.0	3	0	5	9.0	11	diseases;grapevine;management;planting;practices;preparation;rootstocks;soil;trunk;vineyard	59	
6777ac14b191c0a36e0220b6	Practice Abstract del GO SOSTVAN, estrategias tecnológicas para la mejora de la sostenibilidad del sector ganadero de vacas nodrizas	en	5	5	2	1	13	16	1	1	5	2	9	11	4	1	3	1	9	11		animal;animal health;cow;livestock	livestock	2.0	3	3	5	13.0	16	beef;cattle;extensive;farmers;livestock;production;young	54	
67360c261b60fde7c126cab5	Traditional tomato varieties and cultural practices: a case for agricultural diversification with impact on food security and health of European population	en	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	
6842aa736b2cf04eb47fb717	Use of Innovative Biogas Production Technologies and Biomethane in Agriculture	en	5	5	5	5	20	25	4	1	5	2	12	15	2	1	1	1	5	6		animal;manure		2.0	3	2	5	12.0	15	agricultural;anaerobic;biogas;biomethane;innovative;materials;processing;raw;technologies	61	
68668842326aff52bc9a2dc0	Women Innovators in Germany - Farming Fact Sheet #026	en	5	5	5	5	20	25	5	1	5	2	13	16	0	1	1	0	2	2				2.5	3	2	4	11.5	14	farming;organic	57	
6716af25aac3c7a5580d80ef	Grazing System, Complex Forage Mixture and Conserved Forage for Dairy Goats	en	5	5	4	5	19	24	5	1	5	2	13	16	4	5	1	4	14	18	dairy;grazing	animal;animal health;crop;dairy;grazing;milk;soil		2.0	3	2	4	11.0	14	environment;grassland	72	
6900bfb0a0f1d577492566c3	Land-based Wildfire Prevention: Principles and Experiences on Managing Landscapes, Forests and Woodlands for Safety and Resilience in Europe	en	1	3	5	1	10	12	5	2	5	0	12	15	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Few keywords (<2)
6870fa8df7e0c8e6439f1be7	Low-emission beef cattle breeding starts with working in the countryside! The farmer/breeder who is interested in improving the sustainability (environmental,…	en	5	5	5	5	20	25	5	2	5	3	15	19	2	1	5	1	9	11		crop;fertilizer;manure;soil	fertilizer;soil	2.5	4	2	5	13.5	17	agronomic;beef;breeding;cattle;choices;efficiency;environmental;european;farm;fertilizer;incentives;lowemission;nitrogen;nutrient;organic;potential;process;production;soil;sustainability;union;use	72	
67d41849b95b1fb603b47206	Inter-territorial Association of Wild Mushroom Harvesting Professionals	en	5	5	5	5	20	25	5	3	5	1	14	18	0	1	1	0	2	2				2.0	3	3	3	11.0	14	innovation	59	
6870f24ef7e0c8e6439f1b37	Impact of Farm Management on Antibiotic Use in Charolais Cattle	en	5	5	5	5	20	25	5	1	5	3	14	18	2	1	3	1	7	9		animal	animal	2.5	4	3	5	14.5	18	animal;antibiotic;disease;diseases;european;farm;index;management;occurrence;policy;practices;production;respiratory;sustainable;treatment;use;welfare	70	
68664f2d7807d9bc7a0b43ce	Women Innovators in Romania - Rural Fact Sheet #055	en	5	5	5	5	20	25	5	2	5	2	14	18	0	1	1	0	2	2				2.0	3	2	4	11.0	14	community;gender	59	
66cdc28d04d857e0e65d5795	MOVING Project - Building a shared understanding of Mountain Value Chains	en	5	5	4	5	19	24	5	1	5	2	13	16	0	1	1	0	2	2				2.0	3	2	5	12.0	15	chains;community;knowledge;mountains;value	57	
67d418511274e0227fcdaee9	Exchange between chestnut growers	en	5	5	5	5	20	25	5	3	5	2	15	19	0	1	1	0	2	2				2.0	3	3	5	13.0	16	forest;management;products	62	
6879e6eba8eeff436742b961	Conclusions 3 With the SmartAP project, it was also shown that system optimization for vertical farming can increase production by 42% compared to a mixed…	en	5	5	5	4	19	24	5	1	5	3	14	18	0	1	1	0	2	2				2.5	4	3	5	14.5	18	analysis;aquaponics;breakeven;business;chain;farming;increase;market;optimization;plan;price;production;project;sales;strategies;supply;system;vertical	62	
6842a933ad0aaa69190c0803	Biomodified Colostrum for Healthier Dairy Herds: Reducing Antimicrobial Use and Disease Outbreaks in Lithuanian Cattle Farms	en	5	5	5	4	19	24	4	1	5	2	12	15	3	3	3	3	12	15	dairy	animal;animal health;calves;dairy;veterinary	dairy	2.0	3	2	5	12.0	15	antimicrobial;biotechnological;cattle;colostrum;dairy;disease;farms;outbreaks;solutions;use	69	
6707df5bfd7af7b36f8ef497	The European Night of Researchers, Women and men who do science for you	en	5	5	4	5	19	24	3	1	5	2	11	14	2	1	1	1	5	6		crops		2.0	3	2	4	11.0	14	event;ipm	58	
66b079818bfbbeb036c8a588	Practice Abstract: BIGH Brussels Aquaponic Farm	en	5	5	5	5	20	25	5	3	5	1	14	18	0	1	1	0	2	2				2.0	3	2	5	12.0	15	chain;circular;energy;food;supply;waste	60	
67373620ae34392dd1825d2a	Novel biocontrol agents for insect pests from neuroendocrinology	en	5	5	3	5	18	22	5	1	5	2	13	16	2	1	1	1	5	6		crop		2.5	2	4	3	11.5	14	insects	58	
660d037b557d591377fe3b05	Training for poultry workers during coaching	en	5	5	4	4	18	22	4	3	5	1	13	16	2	1	1	1	5	6		manure;pathogen		2.0	3	3	5	13.0	16	biosecurity;coaching;workshop	60	
6878a71ee4df4f63e71d9854	AGROSUS Soil and Weed Sampling Kit	en	5	5	5	5	20	25	5	2	5	2	14	18	3	3	1	3	10	12	soil	crop;herbicide;soil		2.0	3	5	5	15.0	19	agrosus;management;weed	74	
687a31f02eb8b7cc4584849b	Dehydrated Traditional Romanian Ecological Apple Products: Market Promotion and Feedback Collection	en	5	5	4	4	18	22	5	2	5	3	15	19	0	1	1	0	2	2				2.5	4	2	5	13.5	17	added;apples;ecological;feedback;high;information;market;model;nutritional;packaging;product;products;questionnaire;romanian;tastings;traditional;value	60	
6870f8a6df79b57710cff50f	Divulgation and territorial promotion The project results will be disseminated and become public through multiple actions at local and national level …	en	5	5	4	4	18	22	5	2	5	3	15	19	2	1	3	1	7	9		crop	crop	2.5	4	2	5	13.5	17	actions;communication;crop;demonstration;dissemination;innovations;involvement;knowledge;project;promotion;social;strategies;territorial;transfer;users;website;workshops;young	67	
686503f8326aff52bc9a23ff	Women Innovators in Ireland - Rural Fact Sheet #032	en	5	5	5	5	20	25	5	1	5	2	13	16	0	1	1	0	2	2				2.0	3	4	5	14.0	18	food;local;sustainability	61	
6788f265a1dc5a01e3c888a3	FAIRshare: Tuscany Living Lab for wider adoption of DATS.	en	5	5	5	1	16	20	3	3	5	3	14	18	0	1	1	0	2	2				2.5	4	0	5	11.5	14	advisors;advisory;dats;development;digital;engagement;farmer;growing;lab;living;olive;support;system;tools;webapp	54	
6737339eae34392dd1825b0d	Genomic filtering of neuropeptide sequences	en	5	5	4	5	19	24	4	2	5	2	13	16	0	1	1	0	2	2				2.5	3	4	3	12.5	16	insects	58	
686efed4daff72a6956369dc	Enhancing Soil Water Retention with Super-Absorbents for Sustainable Agriculture	en	5	5	5	5	20	25	5	2	5	3	15	19	2	3	5	3	13	16	soil	crops;soil	soil	2.5	4	2	5	13.5	17	binding;costs;cultivation;dosing;ecological;food;functional;irrigation;production;retention;soil;specialized;superabsorbents;technologies;water	77	
6716ad278c91d2f819cc3967	Camera Controlled Mechanical Intra-rowweed Regulation	en	5	5	5	5	20	25	5	1	5	2	13	16	3	1	1	1	6	8		crop;crops;fertilizer;pesticide;soil		2.0	3	3	5	13.0	16	beet;control;image;intrarow;mechanical;processing;sugar;weed	65	
673dbb9dbe4b4e29766e6b53	AKIS analytical tools	en	1	5	1	5	12	15	1	5	3	1	10	12	2	1	1	1	5	6		animal;crop;crops;dairy;husbandry;livestock;milk		0.0	2	3	5	10.0	12	actors;advisory;akis;among;assessment;flows;interactions;services	45	
6879e456a8eeff436742b92a	Irrigation 1 With the application of ecological outflow and the effects of climate change, the Consortium implements activities to improve the resilience of…	en	5	5	4	1	15	19	3	1	5	3	12	15	0	1	1	0	2	2				2.5	4	2	5	13.5	17	abstraction;change;climate;development;ecological;effects;emergency;infrastructure;irrigation;management;outflow;plan;program;quality;reduction;resilience;resource;rural;sustainable;system;water	53	
668676ee57ddecb50d8b7f10	Policy Brief n° 2: Empowering young citizens involvement in transition towards sustainable food systems	en	5	5	3	5	18	22	5	5	5	1	16	20	0	1	1	0	2	2				2.0	3	2	5	12.0	15	chain;food;supply;sustainability;system;youth	59	
668bd88d91c8036b7bd2c9b1	Starting to evaluate the business ideas - SWOT	en	3	5	3	5	16	20	5	5	5	1	16	20	2	1	1	1	5	6		animal;crop		1.0	3	3	5	12.0	15	business;chain;consumer;entrepreneurship;farmer;food;framework;idea;replicability;short;supply;sustainability;swot;system;youth	61	
673f5b1f026829d6bab4de76	Treating lameness in dairy cows without antibiotics	en	5	5	5	5	20	25	5	5	5	2	17	21	5	5	5	5	20	25	cows;dairy;lameness	animal;cow;cows;dairy;digital dermatitis;hoof;hooves;interdigital;lame;lameness;milk;phlegmon;sole ulcer;veterinary	animal;animal health;cows;dairy	2.5	3	5	5	15.5	19	animal;antibiotics;cows;dairy;diagnosis;health	90	
673789aa2d68c0bf0b54b698	Report to estimate the potential yield loss and associated direct and indirect economic impact	en	1	5	2	5	13	16	1	5	1	1	8	10	2	1	1	1	5	6		animal;crop;crops;pathogen		0.0	3	3	5	11.0	14	candidatus;fastidiosa;integrated;liberibacter;management;olive;pest;potato;solanacearum;xylella	46	
67e94e1685dc94a1419d917a	Handbook of Guidelines for Sustainable Diversified Cropping Systems	en	1	5	2	5	13	16	1	4	2	1	8	10	3	1	3	1	8	10		animal;barley;cow;crop;crops;dairy;fertiliser;fodder;herbicide;livestock;maize;manure;milk;pesticide;slurry;soil;wheat	crop	0.0	3	3	5	11.0	14	crop;cropping;diversification;europe;farming;lowinput;sustainable;systems	50	
683b081cca69681aaab9637d	Lough Sheelin Riparian Zone Enhancement - EIP Project Final Report	en	5	3	4	5	17	21	3	2	5	2	12	15	2	1	1	1	5	6		animal;soil		2.0	3	3	5	13.0	16	biodiversity;quality;riparian;water;zone	58	Few keywords (<2)
66684738c40a2778e792257e	Factsheet DSS carrot fly Warwick model	en	5	5	5	5	20	25	5	1	5	4	15	19	2	1	1	1	5	6		crop;soil		3.0	4	2	5	14.0	18	carrot;decisions;dss;fly;ipm;warwick	68	
6704ec83fd7af7b36f8e88ee	Brochure Preventing HLB epidemics for ensuring citrus survival in Europe	en	5	5	3	5	18	22	5	3	5	3	16	20	2	1	1	1	5	6		crop		2.5	4	2	5	13.5	17	bacteria;citrus;control;disease;hlb;insect;symptoms;vector	65	
6735f910bdcb1e8a974a9c35	Visions of sustainable prosperous farming communities	en	5	5	3	5	18	22	1	3	5	1	10	12	2	1	1	1	5	6		crop;crops;fertilizer;livestock;maize;soil;wheat		2.0	3	5	5	15.0	19	communities;farming;prosperous;sustainable;visioning	59	
6724c283856efe8bda9b4d2c	CERERE Project - Agrobiodiversity: Success stories in Europe	en	1	5	0	5	11	14	1	5	2	1	9	11	2	1	1	1	5	6		animal;barley;corn;crop;crops;dairy;fertiliser;fertilizer;fodder;livestock;manure;soil;veterinarian;wheat		0.0	2	2	5	9.0	11	case;cerere;diversity;farming;food;innovation;input;low;multiactor;organic;study;systems	42	
66225f47ad7afadbfd52a375	Buena planificación: Guía Práctica	es	3	3	2	5	13	16	1	1	3	1	6	8	0	1	1	0	2	2				1.0	3	0	1	5.0	6		32	Few keywords (<2); Detected non-EN metadata language: es
6716a66c8c91d2f819cc367e	Policy Brief 'Supporting Networks'	en	5	5	4	5	19	24	4	5	5	1	15	19	2	1	1	1	5	6		dairy;livestock;milk		2.0	3	3	5	13.0	16	knowledge;network;networks;productivity;sharing;sheep;support;thematic;transnational;workshops	65	
686efedcdaff72a6956369e0	Development of a Pilot Dryer for Sustainable Fertilizer Production	en	5	5	5	5	20	25	5	1	5	3	14	18	3	3	5	3	14	18	fertilizer	fertilizer;husbandry	fertilizer;husbandry	2.5	4	0	5	11.5	14	agricultural;ammonia;bird;design;dryer;fertilizer;hazardous;husbandry;installation;market;multicomponent;pilot;products;prototype;waste	75	
68b05374a408fb38e046e221	Episode 2: Exploring Root Ideotypes and Plasticity: Strategies for Resilient Agriculture	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	3	0	4	5			crop	0.0	2	0	1	3.0	4		38	
676e8dcefd164d5be8cf5f50	Long term soil phosphorus (P) mining in agriculture	en	1	3	5	5	14	18	5	1	5	2	13	16	4	3	3	3	13	16	soil	soil	soil	1.0	3	0	5	9.0	11	carbon;mining;organic;phosphorus;soil	61	Few keywords (<2)
67a5dc614dce35cb3766e13a	Grapevine Trunk Diseases : Symptoms and Epidemiology	en	1	5	4	5	15	19	5	2	5	2	14	18	0	1	1	0	2	2				0.5	3	0	5	8.5	11	epidemiology;grapevine;trunk	50	
67c5d3ba8287d0b6a9b2fe70	The use of subsurface irrigation in viticulture	en	3	5	4	1	13	16	4	1	5	3	13	16	0	1	1	0	2	2				1.5	4	0	5	10.5	13	irrigation;subsurface;viticulture	47	
6740a24ff4eb35c830877aa7	Risks which cause animal losses on intensive fattening farms	en	1	5	5	1	12	15	5	1	5	0	11	14	0	3	5	0	8	10	animal		animal;livestock	0.0	2	0	1	3.0	4		43	
66ced0b78bfbbeb036cb86a2	MOVING Project - Vulnerability and resilience of the beef production in the mountain regions	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
67c6d1a58287d0b6a9b3227b	Improvement of Avocado Productivity in Málaga, Cádiz, Comunidad Valenciana and Canarias	en	1	5	5	5	16	20	5	1	5	3	14	18	0	1	1	0	2	2				2.0	4	0	5	11.0	14	avocado;group;improvement;innovation;operational;productivity	54	
67211001f631654f755179dd	EUnetHorse project - Presentation video	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
66cee9508bfbbeb036cb8e7b	MOVING Project - Vulnerability and resilience of the honey production in a mountain area	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
66cee88945168fd6c4c82f0e	MOVING Project - Vulnerability and resilience of a specific sheep breed in a mountain region	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
66dee0feba998013c326b323	TheGreefa Training: Module 4 - Environmental assessment	en	1	5	5	1	12	15	5	1	5	1	12	15	0	1	1	0	2	2				0.0	3	0	1	4.0	5		37	
68417f29e3352e0916cd61d7	Automatic Cleaning for Pigs	en	1	5	5	5	16	20	5	1	5	3	14	18	0	1	5	0	6	8			animal;husbandry	2.0	4	0	3	9.0	11	cleaning	57	
67a60a54733cbe2c7df8283c	Flavescence Dorée – How to manage it ?	en	1	5	4	5	15	19	5	2	5	3	15	19	0	1	1	0	2	2				0.5	4	0	4	8.5	11	flavescence	51	
66cee5c904d857e0e65d6f42	MOVING Project - Vulnerability and resilience of the chestnut flour value chain	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	3	0	4	5			soil	0.0	2	0	1	3.0	4		38	
6659b7629f28fcb3f00d0318	Evolution of IPM techniques and the advisory service in Navarra	en	1	5	5	1	12	15	4	1	5	0	10	12	0	1	3	0	4	5			crop	0.0	2	0	1	3.0	4		36	
67bd7abd7e17de31ed87fb1e	Shovelomics in Faba Beans: A Practical Guide	en	1	5	5	1	12	15	5	3	5	0	13	16	0	1	1	0	2	2				0.0	2	0	1	3.0	4		37	
66d5b9977001a061fd32b233	TheGreefa promotional video	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
67a6056b733cbe2c7df822f5	Managing Eutypa Dieback - Preventing Infection - Fungicide Spraying	en	1	5	5	5	16	20	5	1	5	1	12	15	0	3	5	0	8	10	fungicide		fungicide	0.0	3	0	4	7.0	9	eutypa;spraying	54	
66ceecff04d857e0e65d7347	MOVING Project - Vulnerability and resilience of greenhouse tomato production in the mountain region	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	3	0	4	5			soil	0.0	2	0	1	3.0	4		38	
6847d8049667d5f2b0f559b2	Precision Farming: Flax (FlaxSense)	en	1	5	5	5	16	20	5	1	5	3	14	18	0	1	1	0	2	2				2.5	4	0	5	11.5	14	farming;flax;flaxsense;precision	54	
67a9f7a1105c91a57da49d6d	Shovelomics in potato: how to study potato root systems with a shovel	en	1	5	5	1	12	15	5	2	5	0	12	15	0	1	3	0	4	5			soil	0.0	2	0	1	3.0	4		39	
67a5e1924dce35cb3766e907	Flavescence Dorée – How to manage it ?	en	1	5	4	5	15	19	5	2	5	3	15	19	0	1	1	0	2	2				0.5	4	0	4	8.5	11	flavescence	51	
66d1c509268b4b5762f9464f	Continental Region	en	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	
66991bf745168fd6c4c32655	Fieldwork reflections: studying direct marketing of farm produce in Latvia	en	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	
66d1ca2e292138e1f49af574	Boreal Region	en	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	
67a5d97b4dce35cb3766dd2d	Grapevine Trunk Diseases : Managing the infected vines	en	1	5	4	5	15	19	5	2	5	3	15	19	0	1	1	0	2	2				1.5	4	0	5	10.5	13	grapevine;infected;trunk	53	
67ab101c29b5d636ce76d8e5	Radio Frequency IDentification (RFID) Low Frequency (LF) Tags and Readers	en	1	5	5	5	16	20	5	1	5	4	15	19	0	1	1	0	2	2				3.0	5	0	5	13.0	16	lf;readers;rfid;tags	57	
67c5d6818287d0b6a9b2fed5	Sustainability of Avocado Crop in Europe	en	1	5	4	1	11	14	4	1	5	2	12	15	2	3	3	3	11	14	crop	crop	crop	0.5	3	0	5	8.5	11	avocado;crop;europe;sustainability	54	
66d1cc41268b4b5762f94956	Ecosystem services from permanent grasslands | Result Video	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
6721f064bbe71983a0226fa3	EUnetHorse - Animated presentation video	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
6659bd1ba613cc9ed34bb586	The struggles behind adopting new technologies	en	1	5	5	1	12	15	4	1	5	0	10	12	0	1	3	0	4	5			crop	0.0	2	0	1	3.0	4		36	
6847e3ca9667d5f2b0f559f9	Reduction of the use of antibiotics in heavy pig farms: productive and qualitative effects	en	1	5	5	5	16	20	5	1	5	4	15	19	0	1	5	0	6	8			animal;animal health	3.0	5	0	4	12.0	15	antibiotics;pig	62	
67c6e4208287d0b6a9b32450	Studies and project outcomes on vineyards, soil conservation, and the cultivation of avocados, citrus fruits, cherries, and olives.	en	5	5	3	4	17	21	5	1	5	2	13	16	2	3	3	3	11	14	soil	soil	soil	2.0	2	0	5	9.0	11	agriculture;citrus;conservation;groups;innovation;operational;soil;vineyards	62	
67c6c9fdf6ac30ef5302d0c2	Redesign of Wine Systems for Improving Soil Biological Quality and Soil Conservation in Midi-Pyrénées	en	1	5	5	5	16	20	5	1	5	3	14	18	5	5	5	3	18	22	soil	soil	soil	2.0	4	0	5	11.0	14	biological;conservation;midipyrénées;quality;soil;systems;wine	74	
